protein_id	entry	complete8	n_common_runs	mean_lfq	mean_log2_psm	mean_log2_nsaf	mean_psm	log2_length_rel	length_method	length_n_precise_cells	length_max_abs_dev_precise	length_interval_low	length_interval_high	n_unique_peptides	log2_n_unique_peptides	n_shared_peptides	mbr_intensity_frac_mean	shared_psm_frac	log2_shared_psm_inflation	resid_log2_psm	resid_log2_nsaf
psvid_73585_sp|P51648|AL3A2_HUMAN	AL3A2_HUMAN	True	8	28.5496	7.10172	-9.46578	139.25	0.194119	interval	0		0.118665	0.269573	36	5.16993	1	0.00638738	0.0341113	0.0500712	0.588907	0.420247
psvid_73586_sp|Q9Y3C6|PPIL1_HUMAN	PPIL1_HUMAN	False	6	19.715	0	-14.9188	1	-1.33188	precise	6	0.00194717			1	0	0	0	0	-0		
psvid_73598_sp|P06756|ITAV_HUMAN	ITAV_HUMAN	True	8	23.8709	2.62952	-14.9358	7.125	1.32651	precise	8	0.00232435			12	3.58496	0	0.213221	0	-0	-0.2617	-1.79959
psvid_73601_sp|Q9Y6I9|TX264_HUMAN	TX264_HUMAN	True	8	24.0516	3.134	-12.6886	9	-0.415728	precise	8	0.00556694			10	3.32193	0	0.080654	0	-0	0.0921211	0.326112
psvid_73637_sp|P37059|DHB2_HUMAN	DHB2_HUMAN	True	8	28.361	6.12866	-10.0881	70.625	-0.11012	precise	4	0.00102199			27	4.75489	0	0.00971457	0	-0	-0.235826	-0.0957057
psvid_73638_sp|O75663|TIPRL_HUMAN	TIPRL_HUMAN	False	1	23.1481	0	-15.8189	1	-0.622682	precise	1	3.9635e-14			1	0	0	0	0	-0		
psvid_73675_sp|O00559|RCAS1_HUMAN	RCAS1_HUMAN	False	3	21.0209	1.52832	-13.7409	3	-0.971827	precise	6	0.00086158			1	0	0	0	0	-0		
psvid_73679_sp|Q6P4E1|GOLM2_HUMAN	GOLM2_HUMAN	False	7	22.4557	1.99675	-14.3059	4.71429	0.0619187	precise	8	0.00143539			8	3	0	0.291585	0	-0		
psvid_73710_sp|Q13555|KCC2G_HUMAN	KCC2G_HUMAN	False	0					0.418788	precise	4	0.00246008			0		2		1			
psvid_73715_sp|P81172|HEPC_HUMAN	HEPC_HUMAN	False	2	20.3328	0	-13.8968	1	-2.31434	precise	2	0.000805213			1	0	0	0	0	-0		
psvid_73729_sp|Q8IXQ6|PARP9_HUMAN	PARP9_HUMAN	True	8	23.4618	3.12999	-14.1397	9.625	1.03102	precise	8	0.00470989			12	3.58496	0	0.224882	0	-0	0.630995	-0.705204
psvid_73757_sp|P04075|ALDOA_HUMAN	ALDOA_HUMAN	False	0					-0.197641	precise	8	0.00433868			0		9		1			
psvid_73781_sp|Q15629|TRAM1_HUMAN	TRAM1_HUMAN	False	7	22.0551	2.25587	-13.8356	6.14286	-0.160619	precise	7	0.00571577			5	2.32193	0	0.120215	0	-0		
psvid_73785_sp|Q8N2U9|S66A2_HUMAN	S66A2_HUMAN	False	7	23.4853	1.49884	-14.128	3.14286	-0.624807	precise	7	0.00325782			5	2.32193	0	0.24556	0	-0		
psvid_73787_sp|Q99497|PARK7_HUMAN	PARK7_HUMAN	True	8	25.0687	3.7832	-11.3115	13.875	-1.14365	precise	8	0.00194894			9	3.16993	0	0.0235669	0	-0	-0.10304	0.975602
psvid_73804_sp|P07148|FABPL_HUMAN	FABPL_HUMAN	True	8	27.9747	6.39342	-8.0293	100.75	-1.72865	interval	0		-1.75212	-1.70518	13	3.70044	0	0.00214341	0	-0	0.324832	2.17472
psvid_73822_sp|Q13347|EIF3I_HUMAN	EIF3I_HUMAN	True	8	24.9325	4.15657	-11.7202	19	-0.361652	precise	8	0.00251275			12	3.58496	0	0.0350173	0	-0	0.385141	0.666069
psvid_73836_sp|P30511|HLAF_HUMAN	HLAF_HUMAN	False	0					-0.271971	precise	6	0.00176756			0		2		1			
psvid_7390_sp|O75531|BAF_HUMAN	BAF_HUMAN	False	6	23.7468	1.84614	-12.1747	3.66667	-2.23066	precise	7	0.0036627			3	1.58496	0	0	0	-0		
psvid_73944_sp|P11310|ACADM_HUMAN	ACADM_HUMAN	True	8	24.4826	3.185	-13.0639	10	0.0102604	precise	8	0.00406501			13	3.70044	0	0.209985	0	-0	-0.199108	-0.356332
psvid_73958_sp|P09669|COX6C_HUMAN	COX6C_HUMAN	True	8	26.1726	3.95671	-9.99309	15.75	-2.47804	precise	2	0.000336049			6	2.58496	0	0.0268323	0	-0	-0.849266	1.38229
psvid_73968_sp|Q96DA6|TIM14_HUMAN	TIM14_HUMAN	False	5	22.2111	0.4	-14.0109	1.4	-1.84947	precise	5	0.00199581			3	1.58496	0	0.207093	0	-0		
psvid_74005_sp|Q01740|FMO1_HUMAN	FMO1_HUMAN	False	4	21.769	1	-15.5686	2.5	0.348379	precise	8	0.00512298			3	1.58496	1	0.5	0.684211	1.66297		
psvid_74011_sp|P18405|S5A1_HUMAN	S5A1_HUMAN	True	8	22.598	1.14624	-14.4032	2.25	-0.689428	precise	8	0.00152763			3	1.58496	0	0.0248637	0	-0	-0.650232	-0.372676
psvid_74012_sp|Q8NE62|CHDH_HUMAN	CHDH_HUMAN	True	8	24.2804	3.3935	-13.353	11.25	0.507641	precise	8	0.00232446			16	4	0	0.185744	0	-0	0.171448	-0.50941
psvid_74039_sp|Q7LFX5|CHSTF_HUMAN	CHSTF_HUMAN	False	0					0.417947	precise	1	5.4734e-14			0		0		0	-0		
psvid_74041_sp|Q13496|MTM1_HUMAN	MTM1_HUMAN	False	1	20.1578	0	-16.7066	1	0.529264	precise	1	5.4734e-14			1	0	0	0	0	-0		
psvid_74056_sp|P26641|EF1G_HUMAN	EF1G_HUMAN	True	8	23.5012	2.86332	-13.4405	8	0.0646026	precise	8	0.00587616			9	3.16993	0	0.100632	0	-0	0.324932	-0.033954
psvid_74061_sp|P33260|CP2CI_HUMAN	CP2CI_HUMAN	True	8	23.949	6.34645	-10.1821	83.375	0.229594	precise	6	0.0010745			13	3.70044	18	0.24186	0.887556	3.15272	3.38718	2.90249
psvid_74097_sp|P51687|SUOX_HUMAN	SUOX_HUMAN	True	8	26.0446	4.41012	-12.2126	22.125	0.384214	precise	8	0.00300147			20	4.32193	0	0.0947846	0	-0	-0.289846	-0.726064
psvid_74106_sp|Q9UI15|TAGL3_HUMAN	TAGL3_HUMAN	False	0					-1.06986	precise	3	0.00136287			0		1		1			
psvid_74144_sp|Q96JD6|AKCL2_HUMAN	AKCL2_HUMAN	False	0					-0.384038	precise	6	0.00185161			0		1		1			
psvid_74152_sp|Q9NR77|PXMP2_HUMAN	PXMP2_HUMAN	True	8	25.4754	3.93329	-11.2055	15.75	-1.10031	precise	8	0.0027619			11	3.45943	0	0.109629	0	-0	-0.300613	0.782927
psvid_74158_sp|P53007|TXTP_HUMAN	TXTP_HUMAN	True	8	27.2495	5.21622	-10.5968	38.25	-0.425787	precise	8	0.00113675			18	4.16993	0	0.0857576	0	-0	-0.336266	0.0309438
psvid_74178_sp|Q96N76|HUTU_HUMAN	HUTU_HUMAN	False	7	22.2603	1.2507	-15.6899	2.85714	0.694066	precise	7	0.00450877			4	2	0	0.0901243	0	-0		
psvid_74179_sp|Q9BSH5|HDHD3_HUMAN	HDHD3_HUMAN	False	2	20.2193	0	-15.5101	1	-0.734949	precise	3	0.00241414			2	1	0	0	0	-0		
psvid_74193_sp|O43556|SGCE_HUMAN	SGCE_HUMAN	False	0					0.0673906	precise	2	0.00308814			0		0		0	-0		
psvid_74272_sp|Q3SY69|AL1L2_HUMAN	AL1L2_HUMAN	False	2	19.2575	3.51118	-13.8801	11.5	1.14389	precise	8	0.00102292			1	0	8	0.5	0.987952	6.37504		
psvid_74278_sp|Q15349|KS6A2_HUMAN	KS6A2_HUMAN	False	0					0.811493	precise	5	0.00234082			0		2		1			
psvid_74308_sp|Q9GZT6|CC90B_HUMAN	CC90B_HUMAN	False	6	23.0534	1.28571	-14.2679	3.16667	-0.716459	precise	6	0.00519351			7	2.80735	0	0.286993	0	-0		
psvid_74311_sp|O60701|UGDH_HUMAN	UGDH_HUMAN	True	8	26.196	4.96761	-11.5129	32.25	0.241929	precise	8	0.00168976			25	4.64386	0	0.126981	0	-0	0.142583	-0.157553
psvid_74323_sp|P35520|CBS_HUMAN	CBS_HUMAN	True	8	24.1275	3.34199	-13.2971	10.625	0.399676	precise	8	0.00517237			13	3.70044	0	0.260913	0	-0	0.239538	-0.338003
psvid_74342_sp|Q9H082|RB33B_HUMAN	RB33B_HUMAN	True	8	23.082	3.11156	-12.2598	9.25	-0.867629	precise	8	0.00400924			4	2	3	0.247786	0.635135	1.45457	0.954145	1.43778
psvid_74347_sp|Q96NT0|VMA22_HUMAN	VMA22_HUMAN	True	8	21.5878	1.02124	-14.0033	2.25	-1.21497	precise	8	0.00455212			4	2	0	0.2083	0	-0	-0.199815	0.331644
psvid_74352_sp|P05026|AT1B1_HUMAN	AT1B1_HUMAN	True	8	25.9863	4.2849	-11.4901	20.125	-0.463745	precise	8	0.00212634			13	3.70044	0	0.0783898	0	-0	-0.366407	0.0475897
psvid_74386_sp|P53990|IST1_HUMAN	IST1_HUMAN	True	8	23.3575	2.528	-13.5124	6.625	-0.198709	precise	8	0.0039236			9	3.16993	0	0.123834	0	-0	0.129186	-0.0071689
psvid_74423_sp|P51153|RAB13_HUMAN	RAB13_HUMAN	True	8	23.0956	3.1434	-12.0532	9.375	-1.04227	precise	8	0.00263975			4	2	2	0.0213966	0.506667	1.01937	0.974926	1.63493
psvid_74424_sp|O43914|TYOBP_HUMAN	TYOBP_HUMAN	False	0					-1.88581	precise	2	0.000791728			0		0		0	-0		
psvid_74434_sp|P0C7U0|ELFN1_HUMAN	ELFN1_HUMAN	False	7	20.72	0	-17.2273	1	0.986669	precise	7	0.000883652			1	0	0	0	0	-0		
psvid_74483_sp|Q8N4Q1|MIA40_HUMAN	MIA40_HUMAN	True	8	22.7741	3.06618	-11.6163	9.125	-1.55581	precise	8	0.00341734			5	2.32193	0	0.0604165	0	-0	1.14186	2.29399
psvid_744_sp|A0A075B767|PAL4H_HUMAN	PAL4H_HUMAN	False	0					-1.34891	precise	8	0.00544676			0		1		1			
psvid_74509_sp|Q86XE5|HOGA1_HUMAN	HOGA1_HUMAN	False	7	22.5319	0.881418	-15.006	2	-0.353789	precise	7	0.00210524			4	2	0	0.329947	0	-0		
psvid_74513_sp|Q14642|I5P1_HUMAN	I5P1_HUMAN	False	1	23.0547	0	-16.166	1	-0.015088	precise	1	5.56222e-14			1	0	0	0	0	-0		
psvid_74582_sp|O75251|NDUS7_HUMAN	NDUS7_HUMAN	True	8	24.4031	2.7867	-12.4812	8	-0.970579	precise	8	0.00311139			6	2.58496	0	0.0266038	0	-0	-0.532025	0.277496
psvid_74583_sp|Q9UHL4|DPP2_HUMAN	DPP2_HUMAN	False	3	19.5477	0.333333	-16.1995	1.33333	0.234517	precise	3	0.00286656			1	0	0	0	0	-0		
psvid_74588_sp|Q6XQN6|PNCB_HUMAN	PNCB_HUMAN	False	7	21.2997	2.05696	-14.5553	4.57143	0.365184	precise	8	0.00195648			4	2	0	0	0	-0		
psvid_74603_sp|Q15717|ELAV1_HUMAN	ELAV1_HUMAN	False	5	20.7753	1.03399	-14.8454	2.4	-0.357979	precise	5	0.00187809			2	1	0	0.0876534	0	-0		
psvid_74606_sp|Q07820|MCL1_HUMAN	MCL1_HUMAN	False	0					-0.254645	precise	1	5.38458e-14			0		0		0	-0		
psvid_74712_sp|P13798|ACPH_HUMAN	ACPH_HUMAN	False	6	21.81	0.528321	-16.532	1.66667	0.809407	precise	6	0.00253885			3	1.58496	0	0.161657	0	-0		
psvid_74728_sp|P40925|MDHC_HUMAN	MDHC_HUMAN	True	8	24.5022	3.69067	-12.225	13.125	-0.323506	precise	8	0.00369647			9	3.16993	0	0.16756	0	-0	0.2902	0.470112
psvid_74731_sp|E9PQ53|NDUCR_HUMAN	NDUCR_HUMAN	False	0					-1.87381	precise	7	0.00131447			0		2		1			
psvid_74735_sp|P15259|PGAM2_HUMAN	PGAM2_HUMAN	False	0					-0.723487	precise	8	0.00411374			0		5		1			
psvid_74739_sp|Q13151|ROA0_HUMAN	ROA0_HUMAN	False	4	21.2793	0.25	-15.5153	1.25	-0.455032	precise	6	0.00105528			1	0	1	0.5	0.714286	1.80735		
psvid_74748_sp|P43251|BTD_HUMAN	BTD_HUMAN	True	8	23.4305	2.17484	-14.3876	4.625	0.323529	precise	8	0.00177389			7	2.80735	0	0.10496	0	-0	-0.293169	-0.931376
psvid_74784_sp|P02792|FRIL_HUMAN	FRIL_HUMAN	True	8	27.9195	5.24037	-9.7904	40.25	-1.25487	precise	3	0.000683219			11	3.45943	0	0.00125381	0	-0	-0.786508	0.443667
psvid_74785_sp|P62495|ERF1_HUMAN	ERF1_HUMAN	True	8	23.7692	3.03364	-13.2701	8.75	0.064792	precise	8	0.00568673			11	3.45943	0	0.210006	0	-0	0.234302	-0.0635688
psvid_74795_sp|P51151|RAB9A_HUMAN	RAB9A_HUMAN	True	8	23.6268	2.06372	-13.1188	4.5	-1.05668	precise	8	0.00237823			6	2.58496	1	0.106045	0.0833333	0.125531	-0.598778	0.193991
psvid_74809_sp|O15228|GNPAT_HUMAN	GNPAT_HUMAN	True	8	22.167	0.69812	-16.2448	1.75	0.703281	precise	8	0.00413037			3	1.58496	0	0	0	-0	-0.816012	-1.99827
psvid_74835_sp|Q6NUK4|REEP3_HUMAN	REEP3_HUMAN	True	8	22.2356	0.82312	-14.7028	2	-0.712667	precise	8	0.00286051			2	1	0	0.128476	0	-0	-0.731071	-0.480999
psvid_74851_sp|P32456|GBP2_HUMAN	GBP2_HUMAN	False	0					0.500592	precise	2	0.000287086			0		1		1			
psvid_74858_sp|Q9NVV0|TM38B_HUMAN	TM38B_HUMAN	False	4	19.7251	0.25	-15.4869	1.25	-0.520539	precise	5	0.00266216			1	0	0	0	0	-0		
psvid_74866_sp|Q4ZIN3|MBRL_HUMAN	MBRL_HUMAN	False	6	22.5086	0.861654	-15.9588	2	0.569908	precise	7	0.00209137			2	1	0	0.204724	0	-0		
psvid_74870_sp|A4FU01|MTMRB_HUMAN	MTMRB_HUMAN	False	0					0.762599	precise	8	0.00310694			0		1		1			
psvid_74899_sp|P05546|HEP2_HUMAN	HEP2_HUMAN	True	8	23.8459	2.73766	-13.7582	8.375	0.255989	precise	8	0.00445572			10	3.32193	0	0.110321	0	-0	-0.131488	-0.605221
psvid_74900_sp|Q01105|SET_HUMAN	SET_HUMAN	False	0					-0.527664	precise	3	0.00446227			0		1		1			
psvid_74905_sp|P0DME0|SETLP_HUMAN	SETLP_HUMAN	False	0					-0.514981	precise	3	0.00555834			0		1		1			
psvid_74918_sp|Q9BVC4|LST8_HUMAN	LST8_HUMAN	False	1	18.5673	0	-16.0836	1	-0.357979	precise	1	3.9635e-14			1	0	0	0	0	-0		
psvid_74919_sp|P38435|VKGC_HUMAN	VKGC_HUMAN	True	8	26.6221	4.72623	-12.3713	26.625	0.858194	precise	8	0.00472759			19	4.24793	0	0.0719688	0	-0	-0.411377	-1.35114
psvid_74942_sp|Q8N5I4|DHRSX_HUMAN	DHRSX_HUMAN	True	8	24.9478	3.81876	-12.0801	15.25	-0.340085	precise	8	0.00317082			17	4.08746	0	0.133617	0	-0	0.0346167	0.294955
psvid_74965_sp|Q9NZZ3|CHMP5_HUMAN	CHMP5_HUMAN	False	7	23.3663	2.2241	-13.0712	5.28571	-0.932514	precise	7	0.00679152			4	2	0	0.122674	0	-0		
psvid_75021_sp|Q9UL25|RAB21_HUMAN	RAB21_HUMAN	True	8	24.7823	3.07729	-12.2683	11.125	-0.893451	precise	8	0.00264689			12	3.58496	0	0.0947266	0	-0	-0.567528	0.229919
psvid_75028_sp|P28288|ABCD3_HUMAN	ABCD3_HUMAN	True	8	27.4434	5.74944	-11.1465	54.25	0.65697	precise	8	0.00144475			38	5.24793	0	0.151325	0	-0	0.0675045	-0.638806
psvid_75053_sp|P14550|AK1A1_HUMAN	AK1A1_HUMAN	True	8	25.1656	4.60064	-11.2756	24.625	-0.362136	precise	8	0.00243563			17	4.08746	2	0.142239	0.116751	0.179108	0.630553	0.94148
psvid_75117_sp|P41223|BUD31_HUMAN	BUD31_HUMAN	False	3	20.6327	0.333333	-14.3427	1.33333	-1.53788	precise	4	0.0017722			2	1	0	0.333333	0	-0		
psvid_7514_sp|Q5VST6|AB17B_HUMAN	AB17B_HUMAN	False	2	22.3948	1	-14.6897	2	-0.536489	precise	2	0.000381133			2	1	0	0.0908891	0	-0		
psvid_75150_sp|Q13404|UB2V1_HUMAN	UB2V1_HUMAN	False	0					-1.50671	precise	3	0.00166954			0		1		1			
psvid_75175_sp|Q14331|FRG1_HUMAN	FRG1_HUMAN	False	1	20.1141	1	-14.7457	2	-0.696307	precise	2	0.000458057			1	0	0	0	0	-0		
psvid_75204_sp|Q658P3|STEA3_HUMAN	STEA3_HUMAN	True	8	25.0435	4.30217	-12.1608	20.75	0.224068	precise	8	0.0028593			12	3.58496	0	0.0169436	0	-0	0.437408	0.144589
psvid_75224_sp|O75907|DGAT1_HUMAN	DGAT1_HUMAN	True	8	23.2443	2.65553	-13.8077	8.875	0.224195	precise	8	0.0026897			7	2.80735	0	0.244798	0	-0	0.358174	-0.225016
psvid_75227_sp|P63241|IF5A1_HUMAN	IF5A1_HUMAN	True	8	25.0209	5.50019	-9.27175	51.375	-1.43979	precise	2	0.000414198			4	2	10	0	0.79562	2.29068	1.65456	3.04985
psvid_75228_sp|Q6IS14|IF5AL_HUMAN	IF5AL_HUMAN	False	0					-1.44021	precise	3	0.00136582			0		9		1			
psvid_75267_sp|Q9Y584|TIM22_HUMAN	TIM22_HUMAN	False	2	20.5542	0	-15.0963	1	-1.1067	precise	2	0.000835602			1	0	0	0	0	-0		
psvid_75281_sp|Q9NRG9|AAAS_HUMAN	AAAS_HUMAN	True	8	23.4349	1.79248	-14.8323	4.375	0.386195	precise	8	0.00118266			9	3.16993	0	0.319166	0	-0	-0.6798	-1.37912
psvid_75302_sp|O43567|RNF13_HUMAN	RNF13_HUMAN	False	0					-0.130569	precise	1	3.9635e-14			0		0		0	-0		
psvid_75352_sp|P00480|OTC_HUMAN	OTC_HUMAN	True	8	25.3639	3.88939	-12.1109	15.5	-0.238442	precise	8	0.00398762			13	3.70044	0	0.0867442	0	-0	-0.251733	-0.0368411
psvid_75365_sp|Q15847|ADIRF_HUMAN	ADIRF_HUMAN	False	2	19.092	0	-13.6878	1	-2.45852	precise	3	0.000599492			1	0	0	0	0	-0		
psvid_75382_sp|Q15166|PON3_HUMAN	PON3_HUMAN	True	8	27.8721	5.81281	-10.2288	57.625	-0.239503	precise	5	0.00115693			25	4.64386	2	0.0232434	0.0780911	0.117304	-0.178537	0.0311697
psvid_75428_sp|Q99536|VAT1_HUMAN	VAT1_HUMAN	True	8	25.668	4.81637	-11.3331	31.5	-0.0888186	precise	8	0.00250249			19	4.24793	0	0.0202055	0	-0	0.426983	0.492298
psvid_75431_sp|Q96EE3|SEH1_HUMAN	SEH1_HUMAN	True	8	21.7323	1.3846	-14.6391	2.875	-0.215125	precise	8	0.00160828			5	2.32193	0	0.333858	0	-0	0.0942979	-0.316078
psvid_75483_sp|O95476|CNEP1_HUMAN	CNEP1_HUMAN	False	3	18.8737	0	-15.5513	1	-0.778015	precise	3	0.00499857			1	0	0	0	0	-0		
psvid_75547_sp|P31994|FCG2B_HUMAN	FCG2B_HUMAN	False	0					-0.430847	precise	8	0.00299887			0		4		1			
psvid_75549_sp|P31995|FCG2C_HUMAN	FCG2C_HUMAN	False	0					-0.371394	precise	8	0.00365918			0		4		1			
psvid_75552_sp|P12318|FCG2A_HUMAN	FCG2A_HUMAN	False	0					-0.397508	precise	5	0.00427501			0		1		1			
psvid_75558_sp|P51649|SSDH_HUMAN	SSDH_HUMAN	True	8	23.9349	2.566	-14.0296	6.75	0.356802	precise	8	0.00132727			12	3.58496	0	0.212448	0	-0	-0.381115	-0.935783
psvid_75605_sp|Q08830|FGL1_HUMAN	FGL1_HUMAN	True	8	26.6688	5.17429	-10.6431	36.25	-0.421354	precise	8	0.000825188			17	4.08746	0	0.0498368	0	-0	0.00397012	0.342073
psvid_75621_sp|Q9Y6M9|NDUB9_HUMAN	NDUB9_HUMAN	True	8	24.6072	3.81293	-11.2026	14.375	-1.22319	precise	8	0.00147935			10	3.32193	0	0.0536753	0	-0	0.320841	1.42385
psvid_75673_sp|P07585|PGS2_HUMAN	PGS2_HUMAN	False	5	19.9548	0.716993	-15.3229	2	-0.218462	precise	5	0.00470627			2	1	1	0.2	0.3	0.514573		
psvid_75681_sp|P37837|TALDO_HUMAN	TALDO_HUMAN	True	8	23.9175	2.80911	-13.1199	7.25	-0.309779	precise	8	0.00405931			10	3.32193	0	0.190281	0	-0	-0.122868	-0.0146146
psvid_75682_sp|P00156|CYB_HUMAN	CYB_HUMAN	False	4	19.7013	0	-16.1482	1	-0.14094	precise	4	0.00386097			1	0	0	0	0	-0		
psvid_75685_sp|Q86U38|NOP9_HUMAN	NOP9_HUMAN	False	4	18.5555	0	-16.8262	1	0.6063	precise	4	0.00100376			1	0	0	0	0	-0		
psvid_75737_sp|Q15067|ACOX1_HUMAN	ACOX1_HUMAN	True	8	25.5413	4.25713	-12.6419	19.75	0.660438	precise	8	0.00390808			22	4.45943	0	0.179422	0	-0	-0.0306439	-0.706323
psvid_75751_sp|Q10469|MGAT2_HUMAN	MGAT2_HUMAN	False	5	21.5034	1.63399	-14.7349	3.2	0.0970264	precise	5	0.00129618			3	1.58496	0	0.151652	0	-0		
psvid_75790_sp|Q11201|SIA4A_HUMAN	SIA4A_HUMAN	False	4	21.443	1.43872	-14.524	2.75	-0.297385	precise	4	0.00149573			3	1.58496	0	0	0	-0		
psvid_75881_sp|Q15070|OXA1L_HUMAN	OXA1L_HUMAN	True	8	22.4009	1.86336	-14.4338	3.875	0.0582194	precise	8	0.00149389			5	2.32193	0	0.261551	0	-0	0.203691	-0.29018
psvid_75962_sp|Q9Y680|FKBP7_HUMAN	FKBP7_HUMAN	False	5	21.0505	0.2	-15.1415	1.2	-0.912176	precise	5	0.00302289			2	1	0	0	0	-0		
psvid_75973_sp|Q9UNZ2|NSF1C_HUMAN	NSF1C_HUMAN	False	2	20.3553	0.5	-15.4731	1.5	-0.17349	precise	2	0.00172078			2	1	0	0	0	-0		
psvid_75993_sp|Q02978|M2OM_HUMAN	M2OM_HUMAN	True	8	26.1083	4.40398	-11.4223	24	-0.412568	precise	8	0.00324558			18	4.16993	0	0.140403	0	-0	-0.349003	0.00869688
psvid_76003_sp|Q9UL26|RB22A_HUMAN	RB22A_HUMAN	False	0					-1.10782	precise	2	0.000899754			0		1		1			
psvid_76062_sp|O95210|STBD1_HUMAN	STBD1_HUMAN	True	8	27.6051	5.45084	-10.565	44.625	-0.223103	precise	8	0.00141661			24	4.58496	0	0.0240655	0	-0	-0.344246	-0.155814
psvid_76093_sp|Q5VT40|FA78B_HUMAN	FA78B_HUMAN	False	0					-0.678729	precise	1	5.4734e-14			0		0		0	-0		
psvid_76109_sp|Q8TAA3|PSMA8_HUMAN	PSMA8_HUMAN	False	0					-0.707212	precise	8	0.00339403			0		5		1			
psvid_76143_sp|P00915|CAH1_HUMAN	CAH1_HUMAN	False	0					-0.680154	precise	1	5.38458e-14			0		1		1			
psvid_76192_sp|O95373|IPO7_HUMAN	IPO7_HUMAN	False	2	21.3237	0	-17.6868	1	1.31273	precise	2	0.000961652			2	1	0	0.079097	0	-0		
psvid_76199_sp|P22307|SCP2_HUMAN	SCP2_HUMAN	True	8	26.5086	5.06022	-11.5677	34.375	0.388707	precise	8	0.00257717			29	4.85798	0	0.157566	0	-0	0.00222246	-0.461413
psvid_76203_sp|P48556|PSMD8_HUMAN	PSMD8_HUMAN	False	7	22.55	1.02428	-14.9729	2.28571	-0.254645	precise	7	0.0021938			5	2.32193	0	0.266721	0	-0		
psvid_76249_sp|Q8WVC6|DCAKD_HUMAN	DCAKD_HUMAN	True	8	24.0059	2.43928	-12.9433	6	-0.85527	precise	8	0.00520959			7	2.80735	0	0.0814661	0	-0	-0.566185	0.103411
psvid_76263_sp|Q96GZ6|S41A3_HUMAN	S41A3_HUMAN	False	0					0.275817	precise	2	0.0021416			0		0		0	-0		
psvid_76272_sp|Q14157|UBP2L_HUMAN	UBP2L_HUMAN	False	1	19.5421	0	-17.5558	1	1.3785	precise	1	5.4734e-14			1	0	0	0	0	-0		
psvid_76277_sp|P50991|TCPD_HUMAN	TCPD_HUMAN	True	8	25.0362	4.10019	-12.5071	18.875	0.368192	precise	8	0.00374271			20	4.32193	0	0.096139	0	-0	0.241586	-0.19647
psvid_76282_sp|P49448|DHE4_HUMAN	DHE4_HUMAN	False	0					0.417002	precise	8	0.00159824			0		22		1			
psvid_76284_sp|Q8TBA6|GOGA5_HUMAN	GOGA5_HUMAN	True	8	24.7394	3.75383	-13.2912	14	0.806268	precise	8	0.0072819			16	4	0	0.194626	0	-0	0.145789	-0.760955
psvid_76314_sp|O95865|DDAH2_HUMAN	DDAH2_HUMAN	False	5	20.7858	0.716993	-15.0023	2.2	-0.55218	precise	6	0.00344323			3	1.58496	1	0.704981	0.583333	1.26303		
psvid_76320_sp|P35611|ADDA_HUMAN	ADDA_HUMAN	False	0					0.819355	precise	1	5.38458e-14			0		0		0	-0		
psvid_76331_sp|CRP_HUMAN|	CRP_HUMAN	True	8	27.3211	4.46325	-10.876	22.875	-0.899587	precise	8	0.00149601			10	3.32193	0	0.0364471	0	-0	-1.13643	-0.292247
psvid_76431_sp|Q86WA8|LONP2_HUMAN	LONP2_HUMAN	False	3	19.528	0.528321	-16.8126	1.66667	1.02797	precise	3	0.00102823			1	0	0	0	0	-0		
psvid_76440_sp|P63000|RAC1_HUMAN	RAC1_HUMAN	True	8	23.9439	3.80033	-11.3167	14.125	-1.12131	precise	8	0.00264555			3	1.58496	5	0.0660629	0.539823	1.11974	0.845368	1.77119
psvid_76479_sp|O76095|JTB_HUMAN	JTB_HUMAN	True	8	20.8266	0.5	-14.2217	1.5	-1.51677	precise	8	0.0021998			1	0	0	0	0	-0	-0.388402	0.20485
psvid_76487_sp|P05093|CP17A_HUMAN	CP17A_HUMAN	False	3	19.682	0	-16.5649	1	0.282125	precise	3	0.00497143			1	0	0	0	0	-0		
psvid_76499_sp|O60232|ZNRD2_HUMAN	ZNRD2_HUMAN	False	2	19.5799	0	-15.1404	1	-1.07082	precise	2	0.000959192			1	0	0	0	0	-0		
psvid_76571_sp|P08574|CY1_HUMAN	CY1_HUMAN	True	8	25.3136	4.75554	-11.1208	28.375	-0.36244	precise	8	0.00210326			12	3.58496	0	0.0520856	0	-0	0.657174	0.990321
psvid_76620_sp|Q9BX67|JAM3_HUMAN	JAM3_HUMAN	False	4	24.1496	0.25	-15.6113	1.25	-0.43048	precise	6	0.00300911			1	0	0	0	0	-0		
psvid_766_sp|A0A096LP55|QCR6L_HUMAN	QCR6L_HUMAN	False	0					-2.20011	precise	8	0.00275381			0		2		1			
psvid_76837_sp|Q00169|PIPNA_HUMAN	PIPNA_HUMAN	False	3	20.4873	0.861654	-14.8068	2	-0.630483	precise	3	0.00352189			1	0	1	0.333333	0.5	1		
psvid_76916_sp|Q9UNI6|DUS12_HUMAN	DUS12_HUMAN	False	1	18.7058	0	-16.0056	1	-0.300982	precise	1	3.61822e-13			1	0	0	0	0	-0		
psvid_76955_sp|C9JRZ8|AK1BF_HUMAN	AK1BF_HUMAN	False	0					-0.400341	precise	2	0.000837352			0		6		1			
psvid_77007_sp|P63173|RL38_HUMAN	RL38_HUMAN	False	7	23.7636	2.56675	-11.1102	7.71429	-2.57683	precise	6	0.00139926			6	2.58496	0	0.12746	0	-0		
