protein_id	entry	sample_id	batch	condition	has_lfq	has_psm	in_common	complete8	lfq	psm	log2_psm	log2_psm_runnorm	nsaf	log2_nsaf	nsaf_precise	log2_length_rel	psm_bin	resid_log2_psm	resid_log2_nsaf	resid_lfq_given_psm	lfq_decile	n_unique_peptides_msms_run	n_unique_peptides_mbr_run	mbr_intensity_frac_run	shared_psm_frac_run	fit_log2_psm_given_lfq	fit_log2_nsaf_given_lfq
psvid_64949_sp|Q5HYI8|RABL3_HUMAN	RABL3_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	24.7762	10	3.32193	3.37496	0.000231	-12.0798	True	-0.823482	8-15	-0.378094	0.384252	0.629167	7	4	0	0	0	3.70002	-12.4641
psvid_64954_sp|P04003|C4BPA_HUMAN	C4BPA_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	26.2282	55	5.78136	5.83439	0.000503	-10.9572	True	0.514453	>=32	0.928379	0.370233	-0.927987	9	18	0	0	0	4.85298	-11.3274
psvid_64958_sp|Q96D05|F241B_HUMAN	F241B_HUMAN	AZ942	B2022-03-18	raloxifene-d0	False	True	False	False		1	0	0.053032	4.51e-05	-14.4365	True	-1.78857	1					0	0		0		
psvid_65073_sp|Q02750|MP2K1_HUMAN	MP2K1_HUMAN	AZ942	B2022-03-18	raloxifene-d0	False	True	False	False		1	0	0.053032	1.39e-05	-16.1346	True	-0.0866249	1					0	0		1		
psvid_65077_sp|P28062|PSB8_HUMAN	PSB8_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	False	False	False	20.3969						False	-0.599045						0	1	1			
psvid_65095_sp|Q6VVB1|NHLC1_HUMAN	NHLC1_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	False	20.0676	1	0	0.053032	1.38e-05	-16.145	True	-0.0814963	1	-0.394103	-0.452886	-0.820359	1	1	0	0	0	0.394103	-15.6921
psvid_65098_sp|P55157|MTP_HUMAN	MTP_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	29.6401	243	7.92481	7.97784	0.001	-9.96578	False	1.10783	>=32	0.495708	-0.857873	0.203997	10	53	2	0.00173332	0	7.4291	-9.10791
psvid_65187_sp|P38405|GNAL_HUMAN	GNAL_HUMAN	AZ942	B2022-03-18	raloxifene-d0	False	True	False	False		2	1	1.05303	2.86e-05	-15.0936	True	-0.133187	2-3					0	0		1		
psvid_65220_sp|Q86SQ9|DHDDS_HUMAN	DHDDS_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	False	20.4345	1	0	0.053032	1.64e-05	-15.8959	True	-0.328989	1	-0.498581	-0.341394	-0.453434	1	1	0	0	0	0.498581	-15.5546
psvid_65229_sp|O75881|CP7B1_HUMAN	CP7B1_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	25.0236	11	3.45943	3.51246	0.000119	-13.0368	True	0.273607	8-15	-0.44327	-0.761749	0.718414	8	7	3	0.333559	0	3.9027	-12.275
psvid_65251_sp|P26639|SYTC_HUMAN	SYTC_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	23.7146	1	0	0.053032	7.55e-06	-17.0151	True	0.790615	1	-2.76742	-3.68536	2.82665	6	1	0	0	0	2.76742	-13.3297
psvid_65267_sp|Q9NPJ1|MKKS_HUMAN	MKKS_HUMAN	AZ942	B2022-03-18	raloxifene-d0	False	True	False	False		1	0	0.053032	9.57e-06	-16.673	True	0.448116	1					0	0		0		
psvid_65281_sp|P22314|UBA1_HUMAN	UBA1_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	22.8907	3	1.58496	1.63799	1.55e-05	-15.9774	True	1.33996	2-3	-0.392979	-1.88965	0.512219	4	2	0	0	0	1.97794	-14.0877
psvid_65291_sp|Q8IZ81|ELMD2_HUMAN	ELMD2_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	25.5565	11	3.45943	3.51246	0.000205	-12.2521	True	-0.5116	8-15	-0.877113	-0.398542	1.25133	8	7	3	0.331126	0	4.33654	-11.8535
psvid_65329_sp|Q13596|SNX1_HUMAN	SNX1_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	False	20.3241	1	0	0.053032	1.05e-05	-16.5393	True	0.320506	1	-0.465153	-0.942046	-0.563894	1	1	0	0	0	0.465153	-15.5972
psvid_65336_sp|Q9UHQ9|NB5R1_HUMAN	NB5R1_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	26.7926	34	5.08746	5.14049	0.000608	-10.6836	True	-0.454444	>=32	-0.158632	0.257119	0.477036	9	15	1	0.0982121	0	5.24609	-10.9408
psvid_65377_sp|P31930|QCR1_HUMAN	QCR1_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	28.3378	101	6.65821	6.71124	0.001	-9.96578	False	0.20025	>=32	0.294325	0.0199638	0.202847	10	21	0	0	0.00990099	6.36389	-9.98575
psvid_65395_sp|Q9UI17|M2GD_HUMAN	M2GD_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	22.4288	3	1.58496	1.63799	1.89e-05	-15.6913	True	1.05218	2-3	-0.00380529	-1.20608	0.0503388	4	2	3	0.446931	0	1.58877	-14.4852
psvid_65419_sp|Q9HD89|RETN_HUMAN	RETN_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	21.1496	1	0	0.053032	5.05e-05	-14.2734	True	-1.95142	1	-0.781146	0.977992	0.261643	2	0	1	1	0	0.781146	-15.2513
psvid_65450_sp|Q9NWS8|RMND1_HUMAN	RMND1_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	23.3492	4	2	2.05303	4.86e-05	-14.3287	True	0.103318	4-7	-0.406507	-0.655281	0.591918	5	3	0	0	0	2.40651	-13.6734
psvid_65454_sp|P46976|GLYG_HUMAN	GLYG_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	24.6752	11	3.45943	3.51246	0.000171	-12.5137	True	-0.255156	8-15	-0.158104	0.026891	0.370034	7	5	0	0	0	3.61754	-12.5406
psvid_65463_sp|Q9H0T7|RAB17_HUMAN	RAB17_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	False	24.9982	5	2.32193	2.37496	0.000129	-12.9203	True	-0.979845	4-7	-1.55994	-0.625794	1.94488	8	5	2	0.216839	0	3.88187	-12.2945
psvid_65506_sp|P06703|S10A6_HUMAN	S10A6_HUMAN	AZ942	B2022-03-18	raloxifene-d0	False	True	False	False		1	0	0.053032	6.06e-05	-14.0103	True	-2.21461	1					0	0		0		
psvid_65510_sp|P17844|DDX5_HUMAN	DDX5_HUMAN	AZ942	B2022-03-18	raloxifene-d0	False	True	False	False		6	2.58496	2.63799	5.33e-05	-14.1955	True	0.555471	4-7					0	0		0.833333		
psvid_65538_sp|O14950|ML12B_HUMAN	ML12B_HUMAN	AZ942	B2022-03-18	raloxifene-d0	False	True	False	False		12	3.58496	3.63799	0.000381	-11.3579	True	-1.28083	8-15					0	0		1		
psvid_65573_sp|P36537|UDB10_HUMAN	UDB10_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	26.8546	88	6.45943	6.51246	0.000909	-10.1034	True	0.33793	>=32	1.17109	0.797746	-1.06381	9	7	0	0	0.693182	5.28835	-10.9012
psvid_65574_sp|P14649|MYL6B_HUMAN	MYL6B_HUMAN	AZ942	B2022-03-18	raloxifene-d0	False	True	False	False		2	1	1.05303	5.25e-05	-14.2173	True	-1.00646	2-3					0	0		1		
psvid_65666_sp|P13747|HLAE_HUMAN	HLAE_HUMAN	AZ942	B2022-03-18	raloxifene-d0	False	True	False	False		8	3	3.05303	0.000122	-13.0008	True	-0.22284	8-15					0	0		1		
psvid_65668_sp|Q9BSU3|NAA11_HUMAN	NAA11_HUMAN	AZ942	B2022-03-18	raloxifene-d0	False	True	False	False		1	0	0.053032	2.38e-05	-15.3587	True	-0.866836	1					0	0		1		
psvid_65675_sp|Q9BVK6|TMED9_HUMAN	TMED9_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	26.7969	28	4.80735	4.86039	0.00065	-10.5873	True	-0.830407	16-31	-0.441659	0.350742	0.841314	9	9	0	0	0.357143	5.24901	-10.938
psvid_65729_sp|Q15233|NONO_HUMAN	NONO_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	22.4639	3	1.58496	1.63799	3.47e-05	-14.8147	True	0.173449	2-3	-0.0317921	-0.358501	0.0854418	4	1	0	0	0.333333	1.61675	-14.4562
psvid_65738_sp|P62491|RB11A_HUMAN	RB11A_HUMAN	AZ942	B2022-03-18	raloxifene-d0	False	True	False	False		15	3.90689	3.95992	0.000379	-11.3655	True	-0.952218	8-15					0	0		0.933333		
psvid_65739_sp|Q15907|RB11B_HUMAN	RB11B_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	22.3206	18	4.16993	4.22296	0.00045	-11.1178	True	-0.939371	16-31	2.66572	3.45373	-2.80721	3	2	0	0	0.777778	1.5042	-14.5715
psvid_65748_sp|O14657|TOR1B_HUMAN	TOR1B_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	23.0075	6	2.58496	2.63799	9.74e-05	-13.3257	True	-0.31387	4-7	0.50181	0.659687	-0.317705	5	3	0	0	0	2.08315	-13.9854
psvid_65781_sp|Q6NXT2|H3C_HUMAN	H3C_HUMAN	AZ942	B2022-03-18	raloxifene-d0	False	True	False	False		2	1	1.05303	8.08e-05	-13.5953	True	-1.63014	2-3					0	0		1		
psvid_65782_sp|Q16695|H31T_HUMAN	H31T_HUMAN	AZ942	B2022-03-18	raloxifene-d0	False	True	False	False		2	1	1.05303	8.02e-05	-13.606	True	-1.62009	2-3					0	0		1		
psvid_65846_sp|Q9Y315|DEOC_HUMAN	DEOC_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	25.6297	20	4.32193	4.37496	0.000343	-11.5095	True	-0.393605	16-31	-0.0736354	0.285203	0.307553	8	9	4	0.190544	0	4.39556	-11.7947
psvid_65864_sp|P57764|GSDMD_HUMAN	GSDMD_HUMAN	AZ942	B2022-03-18	raloxifene-d0	False	True	False	False		1	0	0.053032	1.13e-05	-16.4333	True	0.210209	1					0	0		0		
psvid_65892_sp|P35754|GLRX1_HUMAN	GLRX1_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	23.0197	5	2.32193	2.37496	0.000257	-11.9259	True	-1.97753	4-7	0.22771	2.0488	-0.0336928	5	3	0	0	0	2.09422	-13.9747
psvid_65913_sp|Q8WTV0|SCRB1_HUMAN	SCRB1_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	24.0593	8	3	3.05303	7.91e-05	-13.626	True	0.402403	8-15	-0.092337	-0.601519	0.276784	6	5	0	0	0	3.09234	-13.0244
psvid_65934_sp|Q9BWM7|SFXN3_HUMAN	SFXN3_HUMAN	AZ942	B2022-03-18	raloxifene-d0	False	True	False	False		5	2.32193	2.37496	8.5e-05	-13.5222	True	-0.380433	4-7					0	0		1		
psvid_65944_sp|Q53GQ0|DHB12_HUMAN	DHB12_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	28.5625	80	6.32193	6.37496	0.001	-9.96578	False	-0.42166	>=32	-0.222902	-0.127838	0.794853	10	21	0	0	0	6.54483	-9.83795
psvid_659510_sp|A0A494C071|PWWP4_HUMAN	PWWP4_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	False	21.6322	1	0	0.053032	2.65e-06	-18.5256	True	2.30309	1	-1.04331	-3.51034	0.744271	2	1	0	0	0	1.04331	-15.0152
psvid_659549_sp|A0A3B3IRV3|MCTS2_HUMAN	MCTS2_HUMAN	AZ942	B2022-03-18	raloxifene-d0	False	True	False	False		2	1	1.05303	6.03e-05	-14.0175	True	-1.20745	2-3					0	0		1		
psvid_659551_sp|Q99518|FMO2_HUMAN	FMO2_HUMAN	AZ942	B2022-03-18	raloxifene-d0	False	True	False	False		2	1	1.05303	2.04e-05	-15.5811	True	0.356802	2-3					0	0		1		
psvid_659581_sp|Q9ULA0|DNPEP_HUMAN	DNPEP_HUMAN	AZ942	B2022-03-18	raloxifene-d0	False	True	False	False		2	1	1.05303	2.25e-05	-15.4397	True	0.214962	2-3					0	0		0		
psvid_659594_sp|P11509|CP2A6_HUMAN	CP2A6_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	29.5874	952	9.89482	9.94785	0.011	-6.50635	False	0.241129	>=32	2.50888	2.63715	-1.70004	10	17	0	0	0.592437	7.38594	-9.1435
psvid_65994_sp|P36873|PP1G_HUMAN	PP1G_HUMAN	AZ942	B2022-03-18	raloxifene-d0	False	True	False	False		3	1.58496	1.63799	5.07e-05	-14.2677	True	-0.371729	2-3					0	0		1		
psvid_66069_sp|P18621|RL17_HUMAN	RL17_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	26.8668	73	6.18982	6.24286	0.002	-8.96578	False	-1.18305	>=32	0.893147	1.92761	-0.754211	9	9	0	0	0	5.29668	-10.8934
psvid_66100_sp|P54840|GYS2_HUMAN	GYS2_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	28.6827	145	7.17991	7.23294	0.001	-9.96578	False	0.750857	>=32	0.53684	-0.208509	-0.0141791	10	38	0	0	0.0413793	6.64307	-9.75728
psvid_66144_sp|Q9NZP8|C1RL_HUMAN	C1RL_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	23.0995	11	3.45943	3.51246	0.000123	-12.9891	True	0.221124	8-15	1.2918	0.915039	-1.2057	5	3	1	0.114607	0.454545	2.16763	-13.9041
psvid_66168_sp|Q8IWB7|WDFY1_HUMAN	WDFY1_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	21.8504	4	2	2.05303	5.32e-05	-14.1982	True	-0.0276669	4-7	0.822797	0.689936	-0.906877	3	3	0	0	0	1.1772	-14.8881
psvid_66252_sp|Q8N4H5|TOM5_HUMAN	TOM5_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	False	21.9983	2	1	1.05303	0.000214	-12.1901	True	-3.03436	2-3	-0.272771	2.60623	0.160267	3	2	0	0	0	1.27277	-14.7963
psvid_66275_sp|Q15493|RGN_HUMAN	RGN_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	22.9535	4	2	2.05303	7.3e-05	-13.7417	True	-0.482466	4-7	-0.0342703	0.291013	0.196275	4	3	0	0	0	2.03427	-14.0328
psvid_66277_sp|Q96GM8|TOE1_HUMAN	TOE1_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	False	19.5826	1	0	0.053032	1.07e-05	-16.512	True	0.28774	1	-0.279597	-0.646459	-1.30531	1	1	0	0	0	0.279597	-15.8656
psvid_66290_sp|P51689|ARSD_HUMAN	ARSD_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	24.5108	15	3.90689	3.95992	0.000138	-12.823	True	0.50514	8-15	0.424469	-0.157679	-0.304511	7	8	0	0	0	3.48242	-12.6654
psvid_66298_sp|Q99747|SNAG_HUMAN	SNAG_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	24.6146	15	3.90689	3.95992	0.000262	-11.8981	True	-0.419933	8-15	0.338981	0.688475	-0.200755	7	10	0	0	0	3.56791	-12.5866
psvid_66348_sp|O95159|ZFPL1_HUMAN	ZFPL1_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	False	23.5012	2	1	1.05303	3.52e-05	-14.7941	True	-0.431228	2-3	-1.55659	-1.26482	1.66311	5	1	0	0	0	2.55659	-13.5292
psvid_66353_sp|Q9Y696|CLIC4_HUMAN	CLIC4_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	23.5422	4	2	2.05303	8.63e-05	-13.5003	True	-0.724942	4-7	-0.597325	-0.00991585	0.784968	5	2	0	0	0.25	2.59733	-13.4904
psvid_66423_sp|Q93050|VPP1_HUMAN	VPP1_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	24.4276	14	3.80735	3.86039	9.12e-05	-13.4206	True	1.00244	8-15	0.394259	-0.69181	-0.27303	7	7	0	0	0	3.4131	-12.7288
psvid_66466_sp|B2MG_HUMAN|	B2MG_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	24.7649	4	2	2.05303	0.000183	-12.4159	True	-1.81279	4-7	-1.69075	0.0568037	2.0076	7	2	0	0	0	3.69075	-12.4727
psvid_66474_sp|P09668|CATH_HUMAN	CATH_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	False	20.9038	2	1	1.05303	3.26e-05	-14.9048	True	-0.31932	2-3	0.330091	0.455617	-0.934236	2	2	0	0	0	0.669909	-15.3604
psvid_66518_sp|Q02543|RL18A_HUMAN	RL18A_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	27.8022	54	5.75489	5.80792	0.002	-8.96578	False	-1.24757	>=32	-0.201366	1.35089	0.677483	10	14	0	0	0	5.95625	-10.3167
psvid_66567_sp|Q8NI22|MCFD2_HUMAN	MCFD2_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	25.6514	36	5.16993	5.22296	0.001	-9.96578	False	-1.51706	>=32	0.756905	1.81142	-0.766686	8	6	0	0	0	4.41302	-11.7772
psvid_66577_sp|P60981|DEST_HUMAN	DEST_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	False	20.7113	1	0	0.053032	3.31e-05	-14.8828	True	-1.34211	1	-0.59296	0.559663	-0.176698	2	1	0	0	0	0.59296	-15.4425
psvid_66580_sp|Q9Y281|COF2_HUMAN	COF2_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	22.6296	5	2.32193	2.37496	0.000164	-12.574	True	-1.33114	4-7	0.569458	1.74127	-0.423762	4	2	0	0	0.6	1.75247	-14.3153
psvid_66619_sp|P55899|FCGRN_HUMAN	FCGRN_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	23.0146	5	2.32193	2.37496	7.47e-05	-13.7085	True	-0.193527	4-7	0.232358	0.270687	-0.0387923	5	3	0	0	0	2.08957	-13.9792
psvid_66625_sp|P31512|FMO4_HUMAN	FMO4_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	23.91	13	3.70044	3.75347	0.000127	-12.9429	True	0.41969	8-15	0.745804	0.210999	-0.668208	6	6	0	0	0.307692	2.95464	-13.1539
psvid_66643_sp|CATG_HUMAN|	CATG_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	23.4627	10	3.32193	3.37496	0.000214	-12.1901	True	-0.712018	8-15	0.803477	1.37557	-0.684294	5	4	0	0	0	2.51845	-13.5657
psvid_66690_sp|Q07020|RL18_HUMAN	RL18_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	28.7748	38	5.24793	5.30096	0.001	-9.96578	False	-1.15257	>=32	-1.47073	-0.270776	2.26085	10	10	0	0	0	6.71866	-9.69501
psvid_66749_sp|P48723|HSP13_HUMAN	HSP13_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	22.1526	1	0	0.053032	1.16e-05	-16.3955	True	0.172991	1	-1.37965	-1.70191	1.26467	3	1	0	0	0	1.37965	-14.6936
psvid_66776_sp|Q6Y1H2|HACD2_HUMAN	HACD2_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	False	False	False	19.3868						False	-0.718398						0	1	1			
psvid_66781_sp|Q96KC8|DNJC1_HUMAN	DNJC1_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	22.8777	7	2.80735	2.86039	6.89e-05	-13.8251	True	0.407433	4-7	0.840889	0.273932	-0.680737	4	5	0	0	0	1.96647	-14.0991
psvid_66943_sp|Q92963|RIT1_HUMAN	RIT1_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	False	24.2374	4	2	2.05303	9.96e-05	-13.2935	True	-0.932344	4-7	-1.25097	-0.416346	1.48019	7	1	0	0	0	3.25097	-12.8771
psvid_66965_sp|O96011|PX11B_HUMAN	PX11B_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	23.2255	5	2.32193	2.37496	0.000105	-13.2173	True	-0.690131	4-7	0.0355751	0.572398	0.172181	5	4	0	0	0	2.28635	-13.7897
psvid_67005_sp|P36969|GPX4_HUMAN	GPX4_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	False	23.5872	2	1	1.05303	5.54e-05	-14.1398	True	-1.08391	2-3	-1.64185	-0.691617	1.74908	6	2	1	0.128457	0	2.64185	-13.4481
psvid_67034_sp|Q6P093|ADCL2_HUMAN	ADCL2_HUMAN	AZ942	B2022-03-18	raloxifene-d0	False	True	False	False		2	1	1.05303	2.72e-05	-15.166	True	-0.0586593	2-3					0	0		1		
psvid_67046_sp|Q92930|RAB8B_HUMAN	RAB8B_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	False	20.7431	19	4.24793	4.30096	0.000501	-10.9629	True	-1.01411	16-31	3.64286	4.46619	-4.48526	2	1	0	0	0.894737	0.605066	-15.4291
psvid_67086_sp|P40227|TCPZ_HUMAN	TCPZ_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	24.3449	11	3.45943	3.51246	0.000113	-13.1114	True	0.34646	8-15	0.116065	-0.318903	0.0397051	7	4	1	0.144829	0.181818	3.34337	-12.7925
psvid_67092_sp|Q9UIF3|TEKT2_HUMAN	TEKT2_HUMAN	AZ942	B2022-03-18	raloxifene-d0	False	True	False	False		2	1	1.05303	2.54e-05	-15.2648	True	0.0407688	2-3					0	0		0		
psvid_67093_sp|Q9H3H5|GPT_HUMAN	GPT_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	False	22.664	1	0	0.053032	1.34e-05	-16.1874	True	-0.0323094	1	-1.78135	-1.9019	1.77601	4	1	0	0	0	1.78135	-14.2855
psvid_67107_sp|Q08J23|NSUN2_HUMAN	NSUN2_HUMAN	AZ942	B2022-03-18	raloxifene-d0	False	True	False	False		1	0	0.053032	7.11e-06	-17.1017	True	0.876502	1					0	0		0		
psvid_67125_sp|Q5BJH7|YIF1B_HUMAN	YIF1B_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	False	21.0205	1	0	0.053032	1.74e-05	-15.8106	True	-0.411682	1	-0.720799	-0.501282	0.132494	2	1	0	0	0	0.720799	-15.3093
psvid_67144_sp|Q9BT22|ALG1_HUMAN	ALG1_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	23.6368	6	2.58496	2.63799	7.05e-05	-13.792	True	0.151237	4-7	-0.106032	-0.390393	0.311561	6	4	1	0.160735	0	2.69099	-13.4016
psvid_67204_sp|Q9UMX0|UBQL1_HUMAN	UBQL1_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	False	22.1214	3	1.58496	1.63799	2.78e-05	-15.1346	True	0.494946	2-3	0.227482	-0.419613	-0.257121	3	2	0	0	0	1.35748	-14.7149
psvid_67242_sp|P30273|FCERG_HUMAN	FCERG_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	22.2577	4	2	2.05303	0.000254	-11.9429	True	-2.28039	4-7	0.543418	2.67594	-0.499554	3	3	0	0	0	1.45658	-14.6188
psvid_67259_sp|A1L0T0|HACL2_HUMAN	HACL2_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	28.7001	113	6.82018	6.87321	0.000975	-10.0023	True	0.596514	>=32	0.162839	-0.256785	0.388707	10	33	2	0.0075095	0	6.65734	-9.74552
psvid_67269_sp|P00367|DHE3_HUMAN	DHE3_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	25.5069	62	5.9542	6.00723	0.000606	-10.6884	True	0.417644	>=32	1.65783	1.20495	-1.84891	8	5	0	0	0.854839	4.29637	-11.8933
psvid_67272_sp|P43353|AL3B1_HUMAN	AL3B1_HUMAN	AZ942	B2022-03-18	raloxifene-d0	False	True	False	False		6	2.58496	2.63799	6.99e-05	-13.8043	True	0.164072	4-7					0	0		1		
psvid_67334_sp|Q13217|DNJC3_HUMAN	DNJC3_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	26.4136	51	5.67243	5.72546	0.000552	-10.823	True	0.27037	>=32	0.688034	0.371117	-0.613242	9	22	1	0.0104516	0	4.98439	-11.1942
psvid_67341_sp|Q9Y6K0|CEPT1_HUMAN	CEPT1_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	24.6512	3	1.58496	1.63799	3.93e-05	-14.6351	True	-0.00711839	2-3	-2.01291	-2.07627	2.27271	7	2	0	0	0.333333	3.59787	-12.5588
psvid_67434_sp|P49326|FMO5_HUMAN	FMO5_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	29.5994	187	7.54689	7.59993	0.002	-8.96578	False	0.397213	>=32	0.151121	0.169605	0.526593	10	39	1	0.000983876	0.0106952	7.39577	-9.13539
psvid_67456_sp|Q9Y5K3|PCY1B_HUMAN	PCY1B_HUMAN	AZ942	B2022-03-18	raloxifene-d0	False	True	False	False		3	1.58496	1.63799	4.44e-05	-14.4591	True	-0.179923	2-3					0	0		1		
psvid_67539_sp|P23378|GCSP_HUMAN	GCSP_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	24.3797	8	3	3.05303	4.28e-05	-14.512	True	1.28747	8-15	-0.372909	-1.74654	0.597217	7	4	1	0.12105	0	3.37291	-12.7655
psvid_67550_sp|Q92599|SEPT8_HUMAN	SEPT8_HUMAN	AZ942	B2022-03-18	raloxifene-d0	False	True	False	False		2	1	1.05303	2.26e-05	-15.4333	True	0.211113	2-3					0	0		1		
psvid_67649_sp|P52815|RM12_HUMAN	RM12_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	22.8242	6	2.58496	2.63799	0.000165	-12.5652	True	-1.07699	4-7	0.665751	1.58056	-0.501069	4	3	1	0.438166	0	1.91921	-14.1458
psvid_67692_sp|P04062|GBA1_HUMAN	GBA1_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	False	23.5685	1	0	0.053032	1.02e-05	-16.5811	True	0.358129	1	-2.62339	-3.11546	2.68056	6	1	2	0.533517	0	2.62339	-13.4656
psvid_67743_sp|P46777|RL5_HUMAN	RL5_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	28.7224	87	6.44294	6.49598	0.002	-8.96578	False	-0.492087	>=32	-0.232682	0.764684	0.821998	10	23	0	0	0	6.67563	-9.73047
psvid_67745_sp|P31040|SDHA_HUMAN	SDHA_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	29.7534	173	7.43463	7.48766	0.001	-9.96578	False	0.667916	>=32	-0.0872083	-0.934244	0.792834	10	33	1	0.00125669	0	7.52184	-9.03154
psvid_67756_sp|Q07075|AMPE_HUMAN	AMPE_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	24.3084	8	3	3.05303	4.56e-05	-14.4206	True	1.1959	8-15	-0.312191	-1.59961	0.525905	7	5	1	0.123004	0	3.31219	-12.821
psvid_67761_sp|Q9NR31|SAR1A_HUMAN	SAR1A_HUMAN	AZ942	B2022-03-18	raloxifene-d0	True	True	True	True	24.9611	15	3.90689	3.95992	0.000413	-11.2416	True	-1.07727	8-15	0.0555065	1.08154	0.145785	8	3	2	0.106019	0.533333	3.85138	-12.3231
